@relation mainnew-weka.filters.unsupervised.attribute.Remove-R1_clustered

@attribute Instance_number numeric
@attribute 769.948669 numeric
@attribute 2982.984131 numeric
@attribute Cluster {cluster0,cluster1}

@data
3178,6452.721191,6714.222168,cluster0
3179,5875.365723,6613.538574,cluster0
3180,6098.502441,6845.742188,cluster0
3181,5859.669922,6612.423828,cluster0
3182,7196.368652,5835.190918,cluster0
3183,5846.519531,6612.052246,cluster0
3184,5908.45459,6552.236816,cluster0
3185,5796.88623,6601.277832,cluster0
3186,5818.097168,6605.736328,cluster0
3187,5834.217285,6535.889648,cluster0
3188,6383.998535,5260.811523,cluster0
3189,6515.504883,5240.377441,cluster0
3190,6678.827637,5213.255859,cluster1
3191,6517.625977,5416.109375,cluster0
3192,6599.499512,5407.564453,cluster0
3193,6371.696289,5434.313965,cluster0
3194,6524.413574,5578.466309,cluster0
3195,6567.683594,5657.973145,cluster0
3196,6392.058594,5546.515137,cluster0
3197,6784.880859,5409.421875,cluster0
3198,6567.683594,5674.320312,cluster0
3199,6574.046387,5678.035156,cluster0
3200,6873.117676,5412.022461,cluster0
3201,6906.630371,5413.137207,cluster0
3202,6912.14502,5413.137207,cluster0
3203,7018.19873,5443.973633,cluster0
3204,6854.452148,5247.808105,cluster1
3205,6864.633301,5225.888184,cluster1
3206,6883.298828,5193.564941,cluster1
3207,7106.435547,5463.664551,cluster0
3208,6924.871582,5173.50293,cluster1
3209,6941.416016,5148.23877,cluster1
3210,7174.30957,5468.123047,cluster0
3211,7275.272461,5450.661133,cluster0
3212,7422.475098,5407.936035,cluster0
3213,7434.353027,5404.220703,cluster0
3214,7405.930664,5367.811035,cluster1
3215,7397.870605,5326.571777,cluster1
3216,7529.376953,5379.699707,cluster1
3217,7405.930664,5260.068359,cluster1
3218,7660.458984,5346.633789,cluster1
3219,7444.53418,5170.530762,cluster1
3220,7447.079102,5143.780762,cluster1
3221,7449.200195,5113.31543,cluster1
3222,7726.212402,5326.942871,cluster1
3223,7496.288086,5109.600098,cluster1
3224,7422.475098,5055.729004,cluster1
3225,7547.618164,5086.193848,cluster1
3226,7811.90332,5311.338867,cluster1
3227,7386.84082,5005.572754,cluster1
3228,7601.068848,5072.076172,cluster1
3229,7860.263672,5310.595703,cluster1
3230,7629.915527,5059.444336,cluster1
3231,7908.624512,5312.453613,cluster1
3232,7919.653809,5313.196777,cluster1
3233,7654.52002,5028.607422,cluster1
3234,7913.714844,5290.162109,cluster1
3235,7501.802734,4951.70166,cluster1
3236,7970.983887,5322.484863,cluster1
3237,7699.486816,4979.565918,cluster1
3238,7292.241211,4869.222656,cluster1
3239,7559.071777,4912.319824,cluster1
3240,8061.765625,5362.238281,cluster1
3241,7752.9375,4908.976074,cluster1
3242,7889.110352,5093.25293,cluster1
3243,7592.160645,4872.566406,cluster1
3244,7763.118652,4891.142578,cluster1
3245,8077.461426,5249.293945,cluster1
3246,7760.997559,4864.021484,cluster1
3247,7755.058594,4847.674316,cluster1
3248,7752.9375,4831.69873,cluster1
3249,7763.118652,4815.351562,cluster1
3250,7641.369141,4797.146484,cluster1
3251,7795.783203,4775.226562,cluster1
3252,7806.388672,4757.393555,cluster1
3253,7808.085449,4719.497559,cluster1
3254,7808.085449,4708.723633,cluster1
3255,8063.462402,5669.118652,cluster0
3256,7934.077148,4869.222656,cluster1
3257,7816.569824,4696.091309,cluster1
3258,7707.122559,4664.140137,cluster1
3259,7834.811035,4671.199219,cluster1
3260,7938.319336,4831.327148,cluster1
3261,8326.899414,5203.967773,cluster1
3262,7707.122559,4635.532715,cluster1
3263,8331.990234,5192.450684,cluster1
3264,7889.110352,4652.623047,cluster1
3265,7653.671387,4599.494629,cluster1
3266,7926.01709,4641.848633,cluster1
3267,7931.956055,4730.643555,cluster1
3268,7954.86377,4629.216797,cluster1
3269,7993.891113,4616.584961,cluster1
3270,7997.709473,4707.237305,cluster1
3271,8124.973633,5882.003418,cluster0
3272,8323.929688,5019.690918,cluster1
3273,8137.275879,5930.301758,cluster0
3274,8090.187988,4676.771973,cluster1
3275,8139.396973,4660.424805,cluster1
3276,8144.911621,4593.178711,cluster1
3277,8183.939453,4586.119629,cluster1
3278,8205.574219,6085.228027,cluster0
3279,8215.331055,4640.734375,cluster1
3280,8225.087891,4560.855957,cluster1
3281,8254.358398,4637.390625,cluster1
3282,8254.358398,4554.540039,cluster1
3283,8262.418945,4633.675293,cluster1
3284,8266.661133,4629.959961,cluster1
3285,8257.75293,4535.592285,cluster1
3286,8303.143555,4749.219727,cluster1
3287,8255.631836,6200.029785,cluster0
3288,8266.236328,6230.494629,cluster0
3289,8241.208008,4408.158691,cluster1
3290,8249.692383,4386.610352,cluster1
3291,8290.416992,4587.605957,cluster1
3292,8267.933594,4373.235352,cluster1
3293,8280.236328,4369.891602,cluster1
3294,8270.054688,6324.119629,cluster0
3295,8294.65918,6340.466797,cluster0
3296,8315.445312,4368.033691,cluster1
3297,8333.686523,4369.891602,cluster1
3298,8345.989258,4376.950684,cluster1
3299,8358.291016,4385.867188,cluster1
3300,8364.654297,4396.641602,cluster1
3301,8274.720703,4447.540527,cluster1
3302,8272.175781,4411.130859,cluster1
3303,8285.326172,4399.61377,cluster1
3304,8316.293945,4397.384277,cluster1
3305,8468.586914,6379.848633,cluster0
3306,5589.021484,6260.216797,cluster0
3307,5758.282715,6448.952148,cluster0
3308,5739.617188,6497.62207,cluster0
3309,5625.927734,6396.566895,cluster0
3310,5701.862305,6340.466797,cluster0
3311,5611.080566,6298.484375,cluster0
3312,5119.416504,6129.811035,cluster0
3313,6322.063477,5691.038574,cluster0
3314,6330.123535,5688.80957,cluster0
3315,6336.486816,5692.15332,cluster0
3316,6271.582031,5704.041992,cluster0
3317,6269.460938,5669.861816,cluster0
3318,6232.129883,5650.170898,cluster0
3319,6087.048828,6017.610352,cluster0
3320,6073.897949,6040.273438,cluster0
3321,6092.987793,5990.48877,cluster0
3322,6011.962891,5997.17627,cluster0
3323,5526.237793,6173.279785,cluster0
3324,5596.23291,6101.946777,cluster0
3325,5439.697754,5386.015625,cluster0
3326,5403.215332,5459.578125,cluster0
3327,5308.615723,5418.338379,cluster0
3328,6543.927246,6895.898438,cluster0
3329,6611.801758,6767.350098,cluster0
3330,5681.924316,6687.84375,cluster0
3331,5684.04541,6669.638672,cluster0
3332,5788.401855,6733.169922,cluster0
3333,5851.185547,6756.20459,cluster0
3334,5878.759766,6716.451172,cluster0
3335,6046.748535,6827.166016,cluster0
3336,5934.755859,6986.922363,cluster0
3337,5880.880859,6963.516113,cluster0
3338,6078.98877,7058.998535,cluster0
3339,6099.775391,7063.084961,cluster0
3340,6121.410156,7063.084961,cluster0
3341,6134.136719,7190.146973,cluster0
3342,6143.469238,7294.545898,cluster0
3343,6135.40918,7325.382812,cluster0
3344,6102.744629,7321.295898,cluster0
3345,6056.929688,7297.146484,cluster0
3346,6024.689453,7280.056641,cluster0
3347,6106.138184,7449.472656,cluster0
3348,6103.168945,7457.645996,cluster0
3349,6004.327148,7269.282227,cluster0
3350,6027.234375,7351.389648,cluster0
3351,5997.115234,7283.400391,cluster0
3352,5988.630859,7331.327148,cluster0
3353,5999.660645,7396.344238,cluster0
3354,5995.842773,7321.295898,cluster0
3355,5972.935059,7323.524902,cluster0
3356,5979.722656,7313.493652,cluster0
3357,5946.633789,7368.851074,cluster0
3358,5941.967285,7360.306152,cluster0
3359,5937.725586,7352.132324,cluster0
3360,6106.986816,7651.58252,cluster0
3361,6108.259277,7705.08252,cluster0
3362,6025.537598,7651.58252,cluster0
3363,6109.10791,7736.290527,cluster0
3364,6020.871094,7663.843262,cluster0
3365,6000.509277,7672.016602,cluster0
3366,5792.219727,7437.211914,cluster0
3367,6005.599609,7604.027344,cluster0
3368,6021.719727,7722.915527,cluster0
3369,6000.509277,7589.537598,cluster0
3370,5989.055176,7563.902344,cluster0
3371,5766.76709,7501.486328,cluster0
3372,5970.389648,7523.40625,cluster0
3373,5805.370605,7515.232422,cluster0
3374,5883.425781,7665.700684,cluster0
3375,5956.814941,7511.145996,cluster0
3376,5818.945312,7509.288086,cluster0
3377,5837.61084,7320.181152,cluster0
3378,6109.10791,7899.762207,cluster0
3379,5888.092285,7601.79834,cluster0
3380,5786.705078,7561.67334,cluster0
3381,5773.130371,7593.996094,cluster0
3382,5717.133789,7625.947266,cluster0
3383,5771.009277,7659.756348,cluster0
3384,5757.43457,7631.520508,cluster0
3385,5759.555664,7649.725098,cluster0
3386,5687.014648,7702.110352,cluster0
3387,6109.10791,8074.379395,cluster0
3388,6073.049805,8072.521973,cluster0
3389,5871.972168,7895.675293,cluster0
3390,6046.324219,8085.525391,cluster0
3391,5871.972168,7949.918457,cluster0
3392,6016.205078,8042.428223,cluster0
3393,5997.963867,8109.674316,cluster0
3394,6109.10791,8214.816406,cluster0
3395,5777.796875,7893.817871,cluster0
3396,5768.039551,7893.817871,cluster0
3397,6109.10791,8243.423828,cluster0
3398,5950.027344,8133.82373,cluster0
3399,5894.879883,8002.674805,cluster0
3400,5968.268555,8062.490723,cluster0
3401,5903.788086,7999.331055,cluster0
3402,5923.726074,8146.827148,cluster0
3403,5777.796875,7948.060547,cluster0
3404,5924.574707,8040.199219,cluster0
3405,5917.787109,8084.410645,cluster0
3406,5952.148438,7982.612793,cluster0
3407,5769.736328,7820.998535,cluster0
3408,5832.944336,8024.595215,cluster0
3409,6008.14502,8214.816406,cluster0
3410,5684.04541,7891.959961,cluster0
3411,5770.160645,7805.022949,cluster0
3412,6103.168945,8347.451172,cluster0
3413,5853.730957,8072.521973,cluster0
3414,5681.5,7935.428711,cluster0
3415,5752.768066,8056.917969,cluster0
3416,5594.536133,7890.474121,cluster0
3417,6115.895508,8480.085938,cluster0
3418,5628.897461,7796.849609,cluster0
3419,5821.490723,8180.63623,cluster0
3420,5628.897461,7754.495605,cluster0
3421,5307.767578,7358.44873,cluster0
3422,5845.246582,8184.351074,cluster0
3423,5433.334961,7887.873535,cluster0
3424,5390.913574,7887.501953,cluster0
3425,5893.183105,8160.202148,cluster0
3426,6130.742676,8626.095703,cluster0
3427,5297.162109,7420.493164,cluster0
3428,5972.086914,8526.155273,cluster0
3429,5979.29834,8551.791016,cluster0
3430,5682.348633,8327.388672,cluster0
3431,5267.466797,7466.5625,cluster0
3432,5695.499023,8350.051758,cluster0
3433,5489.755371,7987.813965,cluster0
3434,5910.151367,8524.297852,cluster0
3435,5411.699707,7807.251953,cluster0
3436,5876.638672,8539.15918,cluster0
3437,5239.893066,7506.315918,cluster0
3438,5645.866211,8263.115234,cluster0
3439,5446.061035,8005.646973,cluster0
3440,5514.359863,8031.282715,cluster0
3441,5894.879883,8589.686523,cluster0
3442,6004.750977,8642.071289,cluster0
3443,5464.302246,7805.394531,cluster0
3444,5475.756348,7793.505859,cluster0
3445,5740.041504,8429.929688,cluster0
3446,5402.791504,8011.963379,cluster0
3447,5212.319336,7547.183594,cluster0
3448,5371.82373,6037.30127,cluster0
3449,5433.758789,6118.293945,cluster0
3450,5475.332031,6145.415527,cluster0
3451,7262.545898,3459.280762,cluster1
3452,7243.032227,3513.1521,cluster1
3453,7374.538574,3432.159424,cluster1
3454,7374.538574,3458.537598,cluster1
3455,7427.56543,3419.527344,cluster1
3456,7376.235352,3494.204102,cluster1
3457,7370.296387,3517.610352,cluster1
3458,7128.070312,3602.689941,cluster1
3459,7366.054199,3532.099854,cluster1
3460,7115.34375,3624.981445,cluster1
3461,7494.166992,3425.471924,cluster1
3462,7392.779785,3548.075439,cluster1
3463,7399.567383,3339.277832,cluster1
3464,7378.356445,3306.211914,cluster1
3465,7344.419434,3292.465332,cluster1
3466,7425.444336,3266.830078,cluster1
3467,7319.390625,3272.774658,cluster1
3468,7464.472168,3246.767822,cluster1
3469,7299.02832,3227.819824,cluster1
3470,7284.605469,3188.06665,cluster1
3471,7699.486816,3335.5625,cluster1
3472,7284.605469,3170.976318,cluster1
3473,7670.640137,3312.15625,cluster1
3474,7741.908203,3357.854004,cluster1
3475,7648.156738,3276.118408,cluster1
3476,7604.038574,3211.101318,cluster1
3477,7656.216797,3260.142578,cluster1
3478,7782.632812,3386.46167,cluster1
3479,7788.996094,3415.069092,cluster1
3480,7257.879883,3046.886719,cluster1
3481,7694.395996,3246.767822,cluster1
3482,7663.852539,3239.70874,cluster1
3483,7727.484863,3214.444824,cluster1
3484,7189.581543,3030.539551,cluster1
3485,7745.301758,3189.924316,cluster1
3486,7179.824219,3045.029053,cluster1
3487,7797.056152,3528.384521,cluster1
3488,7755.48291,3148.684814,cluster1
3489,7755.48291,3123.420898,cluster1
3490,7809.358398,3571.110107,cluster1
3491,7844.992188,3192.524902,cluster1
3492,7811.479004,3603.432861,cluster1
3493,7038.561035,3041.313721,cluster1
3494,7102.193359,3158.344482,cluster1
3495,7821.236328,3056.917725,cluster1
3496,7087.77002,3167.632568,cluster1
3497,7054.681152,3167.632568,cluster1
3498,7084.800293,3217.417236,cluster1
3499,7038.561035,3175.063232,cluster1
3500,7889.534668,3695.199951,cluster1
3501,7097.102539,3262.371826,cluster1
3502,6900.691406,3036.112305,cluster1
3503,7945.106934,3725.665039,cluster1
3504,7099.223633,3294.69458,cluster1
3505,7965.46875,3750.928711,cluster1
3506,6884.571289,2974.438965,cluster1
3507,6884.571289,2966.636963,cluster1
3508,6875.23877,2954.376465,cluster1
3509,6926.568359,3137.16748,cluster1
3510,6764.094727,3024.966553,cluster1
3511,6904.933594,2904.220459,cluster1
3512,6868.875488,3140.882812,cluster1
3513,6917.23584,2870.040039,cluster1
3514,6816.697266,2875.241455,cluster1
3515,6774.275879,3087.011475,cluster1
3516,6917.23584,2839.946533,cluster1
3517,6783.184082,3146.084229,cluster1
3518,6626.648926,3046.886719,cluster1
3519,6906.630371,2768.613525,cluster1
3520,6737.793457,2806.509033,cluster1
3521,6732.702637,2807.252197,cluster1
3522,6748.822754,2803.536865,cluster1
3523,6902.8125,2734.061523,cluster1
3524,6687.73584,2813.196533,cluster1
3525,6846.39209,2774.557861,cluster1
3526,6532.897949,3041.313721,cluster1
3527,6703.855957,2728.488525,cluster1
3528,6517.20166,3035.369385,cluster1
3529,6705.977051,2713.999023,cluster1
3530,6640.224121,2829.543701,cluster1
3531,6634.708984,2831.401367,cluster1
3532,6877.783691,2646.381348,cluster1
3533,6634.708984,2849.234619,cluster1
3534,6542.230469,3019.393555,cluster1
3535,6740.338379,2700.252686,cluster1
3536,6586.772949,2820.255615,cluster1
3537,6457.812012,3014.192383,cluster1
3538,6840.453125,2661.614014,cluster1
3539,6865.905762,2604.770508,cluster1
3540,6452.721191,3057.660889,cluster1
3541,6623.255371,2892.703125,cluster1
3542,6630.467285,2742.978271,cluster1
3543,6677.130859,2627.804932,cluster1
3544,6581.682617,2968.123047,cluster1
3545,6584.651855,2964.779297,cluster1
3546,6861.663574,2570.590088,cluster1
3547,6623.255371,2928.741211,cluster1
3548,6414.541992,3072.893555,cluster1
3549,6537.563965,2844.404785,cluster1
3550,6785.305176,2631.520264,cluster1
3551,6487.08252,2938.400879,cluster1
3552,6395.452637,2992.272217,cluster1
3553,6864.633301,2539.753418,cluster1
3554,6574.470703,2734.433105,cluster1
3555,6554.108398,2869.297119,cluster1
3556,6557.92627,2916.852539,cluster1
3557,6545.624023,2875.241455,cluster1
3558,6632.164062,2582.850342,cluster1
3559,6566.410645,2912.394043,cluster1
3560,6390.361816,2947.317627,cluster1
3561,6623.679688,2567.617676,cluster1
3562,6738.641602,2606.256592,cluster1
3563,6493.870117,3163.545898,cluster1
3564,6615.619629,2544.21167,cluster1
3565,6515.081055,2934.685791,cluster1
3566,7050.014648,2603.28418,cluster1
3567,6330.97168,3124.535645,cluster1
3568,6442.964355,2842.547119,cluster1
3569,6862.087891,2033.363037,cluster1
3570,6890.085938,2074.602539,cluster1
3571,6826.878418,1980.977905,cluster1
3572,6948.627441,2041.165161,cluster1
3573,6728.460449,2009.585327,cluster1
3574,6956.263672,2173.056885,cluster1
3575,7003.351074,2286.000977,cluster1
3576,7003.351074,2309.406982,cluster1
3577,7046.621094,2417.149658,cluster1
3578,7152.674805,1733.169922,cluster1
3579,7017.774414,2430.153076,cluster1
3580,7034.318848,2459.13208,cluster1
3581,7123.828125,2374.05249,cluster1
3582,6963.899414,2463.961914,cluster1
3583,7236.668945,1606.850952,cluster1
3584,7274.424316,2327.240234,cluster1
3585,7154.795898,2624.461182,cluster1
3586,7294.786621,2348.788818,cluster1
3587,7311.330566,2359.562988,cluster1
3588,7327.026855,2272.625977,cluster1
3589,7201.883301,2656.041016,cluster1
3590,7350.358398,2372.195068,cluster1
3591,7332.117188,2254.792725,cluster1
3592,7382.598633,1529.573486,cluster1
3593,6863.784668,1578.243408,cluster1
3594,7362.660645,2388.170654,cluster1
3595,6806.939941,1566.726074,cluster1
3596,7377.083984,2182.716553,cluster1
3597,7482.713379,1479.045898,cluster1
3598,6751.368164,1564.125488,cluster1
3599,7513.256836,1482.389648,cluster1
3600,6723.370117,1581.215576,cluster1
3601,7541.679199,1503.938232,cluster1
3602,7405.930664,2073.116455,cluster1
3603,6647.435547,1628.027954,cluster1
3604,7587.494141,1557.809448,cluster1
3605,7417.384277,2015.529785,cluster1
3606,6632.164062,1637.687622,cluster1
3607,6778.517578,1694.90271,cluster1
3608,7622.279785,1567.840698,cluster1
3609,6782.759766,1708.277588,cluster1
3610,6646.587402,1409.570557,cluster1
3611,6582.530762,1667.78125,cluster1
3612,6576.591797,1670.753418,cluster1
3613,6596.529785,1548.892822,cluster1
3614,6689.008789,1735.027466,cluster1
3615,6593.984863,1542.948486,cluster1
3616,6775.972656,1777.38147,cluster1
3617,6691.129883,1748.773926,cluster1
3618,6590.166504,1533.288696,cluster1
3619,6771.730469,1787.041138,cluster1
3620,7420.354004,1891.068481,cluster1
3621,6588.04541,1527.71582,cluster1
3622,6518.474609,1679.298584,cluster1
3623,6756.458496,1796.700806,cluster1
3624,7576.040527,2030.762329,cluster1
3625,6517.20166,1652.548706,cluster1
3626,6746.277344,1374.647095,cluster1
3627,6686.887695,1791.12793,cluster1
3628,6734.399414,1796.700806,cluster1
3629,6476.477539,1675.583252,cluster1
3630,6529.928223,1449.695312,cluster1
3631,6521.02002,1731.312256,cluster1
3632,6600.771973,1781.468262,cluster1
3633,6532.897949,1436.320435,cluster1
3634,6787.850586,1372.789429,cluster1
3635,6533.746094,1425.174561,cluster1
3636,6520.171387,1491.306274,cluster1
3637,6522.716797,1769.950928,cluster1
3638,6420.905273,1662.208374,cluster1
3639,6418.78418,1666.666626,cluster1
3640,6535.019043,1786.298096,cluster1
3641,6497.687988,1506.538818,cluster1
3642,6513.383789,1518.056152,cluster1
3643,6496.415527,1771.437012,cluster1
3644,6502.354492,1510.25415,cluster1
3645,6520.595703,1800.787598,cluster1
3646,6438.297852,1714.222046,cluster1
3647,6467.568848,1419.601685,cluster1
3648,6538.412598,1357.928345,cluster1
3649,6405.209473,1711.99292,cluster1
3650,6491.749023,1796.700806,cluster1
3651,6875.662598,1338.237427,cluster1
3652,7588.342773,1814.90564,cluster1
3653,6877.783691,1315.202881,cluster1
3654,6394.179688,1748.402466,cluster1
3655,6387.816406,1769.579468,cluster1
3656,6392.058594,1531.431152,cluster1
3657,6501.505859,1256.873291,cluster1
3658,6367.878418,1539.233154,cluster1
3659,6374.241699,1816.020264,cluster1
3660,6346.243652,1552.608154,cluster1
3661,6333.092773,1559.295532,cluster1
3662,6318.245605,1567.097656,cluster1
3663,6470.114258,1182.939575,cluster1
3664,6338.60791,1876.578979,cluster1
3665,6294.913574,1544.062988,cluster1
3666,6706.401367,1940.853027,cluster1
3667,6267.339844,1498.736816,cluster1
3668,6255.461914,1568.212158,cluster1
3669,6640.648438,1208.203247,cluster1
3670,6353.455078,1256.130127,cluster1
3671,6263.521973,1850.943726,cluster1
3672,6724.218262,2011.814575,cluster1
3673,6224.069824,1581.95874,cluster1
3674,6286.005371,1965.745239,cluster1
3675,6475.20459,1068.137939,cluster1
3676,6279.64209,1976.891113,cluster1
3677,6180.800293,1592.36145,cluster1
3678,6285.581055,1797.443848,cluster1
3679,6250.371094,1942.710693,cluster1
3680,6169.346191,1592.36145,cluster1
3681,6193.950684,1838.311768,cluster1
3682,6261.400879,1265.789917,cluster1
3683,6153.226074,1588.646118,cluster1
3684,6142.196777,1499.479858,cluster1
3685,6145.590332,1574.899658,cluster1
3686,6753.064941,2102.467041,cluster1
3687,6264.794434,3704.488037,cluster1
3688,6231.705566,3684.425537,cluster1
3689,6222.373047,3694.085205,cluster1
3690,6209.646484,3711.918457,cluster1
3691,6276.672363,3650.616699,cluster1
3692,6162.559082,3779.164795,cluster1
3693,6167.225098,3785.852295,cluster1
3694,6155.771484,3769.133545,cluster1
3695,6205.828613,3873.532471,cluster1
3696,6244.007812,3903.625977,cluster1
3697,6017.477539,3688.512451,cluster1
3698,5983.540527,3658.790283,cluster1
3699,6188.436035,3987.591064,cluster1
3700,5966.571777,3671.422119,cluster1
3701,5967.42041,3644.672363,cluster1
3702,6182.072754,4060.781738,cluster1
3703,5915.242188,3700.772705,cluster1
3704,6372.969238,3984.618896,cluster1
3705,6371.696289,3993.163818,cluster1
3706,5889.364746,3717.491455,cluster1
3707,5876.638672,3747.584961,cluster1
3708,5878.759766,3773.963379,cluster1
3709,5829.975098,3728.265625,cluster1
3710,6382.726074,4078.61499,cluster1
3711,5821.490723,3713.404785,cluster1
3712,5883.001953,3798.112549,cluster1
3713,6050.566406,4083.816406,cluster1
3714,6387.392578,3863.872803,cluster1
3715,5659.440918,3721.949707,cluster1
3716,6070.080078,4241.714844,cluster1
3717,5646.714355,3710.061035,cluster1
3718,5891.062012,4091.98999,cluster1
3719,5658.592285,3701.515869,cluster1
3720,5623.382812,3726.408203,cluster1
3721,5853.730957,4093.476074,cluster1
3722,6112.925781,4251.00293,cluster1
3723,5893.183105,4138.059082,cluster1
3724,6012.811035,4235.027344,cluster1
3725,6151.529297,4258.805176,cluster1
3726,5891.062012,4178.184082,cluster1
3727,6010.69043,4266.607422,cluster1
3728,5975.056152,4230.569336,cluster1
3729,5784.583984,4082.330322,cluster1
3730,6098.078125,4349.45752,cluster1
3731,6188.436035,4253.232422,cluster1
3732,5942.815918,4226.854004,cluster1
3733,6106.5625,4366.547852,cluster1
3734,5893.183105,4223.881836,cluster1
3735,5975.056152,4273.294922,cluster1
3736,6228.312012,4239.857422,cluster1
3737,6123.106934,4394.783691,cluster1
3738,6117.592285,4391.439941,cluster1
3739,5788.826172,3992.420898,cluster1
3740,6218.555176,4332.367188,cluster1
3741,5787.977539,3982.76123,cluster1
3742,5903.788086,4303.759766,cluster1
3743,5786.705078,3971.615479,cluster1
3744,6034.446289,4399.985352,cluster1
3745,6055.656738,4428.964355,cluster1
3746,6274.55127,4295.958008,cluster1
3747,5791.371582,3914.028809,cluster1
3748,6248.25,4472.804199,cluster1
3749,5996.690918,4465.002441,cluster1
3750,5920.756836,4401.099609,cluster1
3751,5987.358398,4470.575195,cluster1
3752,5795.189453,3867.216553,cluster1
3753,6278.369141,4494.353027,cluster1
3754,6347.091797,4249.51709,cluster1
3755,6356.424805,4256.947754,cluster1
3756,6297.458984,4508.470703,cluster1
3757,5938.149414,4495.095703,cluster1
3758,6364.060547,4262.520508,cluster1
3759,6321.214844,4451.627441,cluster1
3760,6397.149414,4257.318848,cluster1
3761,6407.754395,4255.833008,cluster1
3762,6374.666016,4307.103516,cluster1
3763,5957.239258,4551.196289,cluster1
3764,6374.666016,4321.964844,cluster1
3765,6347.091797,4556.769043,cluster1
3766,5962.753906,4566.057129,cluster1
3767,6344.970703,4412.245605,cluster1
3768,6370.848145,4339.054688,cluster1
3769,5848.216309,4506.613281,cluster1
3770,6316.124512,4569.772461,cluster1
3771,6366.181641,4361.346191,cluster1
3772,6376.787109,4585.376953,cluster1
3773,6003.478516,4547.480957,cluster1
3774,6341.152832,4342.77002,cluster1
3775,6381.877441,4593.550293,cluster1
3776,5981.84375,4601.352539,cluster1
3777,6411.996582,4339.054688,cluster1
3778,5994.569824,4611.012207,cluster1
3779,6277.945312,4569.772461,cluster1
3780,6311.458008,4348.342773,cluster1
3781,6037.839844,4538.192871,cluster1
3782,6435.75293,4331.624512,cluster1
3783,6403.088379,4654.108887,cluster1
3784,6451.44873,4600.237793,cluster1
3785,6213.464355,4562.342285,cluster1
3786,6098.078125,4519.245117,cluster1
3787,6412.420898,4679.744629,cluster1
3788,6065.837891,4639.248047,cluster1
3789,6476.053223,4609.897461,cluster1
3790,6106.5625,4521.102539,cluster1
3791,6487.08252,4614.727539,cluster1
3792,5713.315918,4524.446289,cluster1
3793,6345.39502,4657.824219,cluster1
3794,6423.450684,4710.209473,cluster1
3795,6172.740234,4560.484375,cluster1
3796,6468.41748,4538.564453,cluster1
3797,6516.777832,4597.637207,cluster1
3798,6533.746094,4633.675293,cluster1
3799,5722.224609,4572.744629,cluster1
3800,6489.62793,4517.758789,cluster1
3801,6300.428223,4654.108887,cluster1
3802,6120.561523,4584.633789,cluster1
3803,6027.234375,4707.608887,cluster1
3804,6140.923828,4669.341797,cluster1
3805,6232.129883,3192.524902,cluster1
3806,6214.737305,3202.18457,cluster1
3807,6250.79541,3179.893066,cluster1
3808,6232.129883,3237.479492,cluster1
3809,6270.309082,3287.635498,cluster1
3810,6157.043945,3108.560059,cluster1
3811,6147.711426,3093.698975,cluster1
3812,6295.337891,3322.559082,cluster1
3813,6333.092773,3299.152832,cluster1
3814,6087.473145,3295.809082,cluster1
3815,6082.806641,3299.895996,cluster1
3816,6378.908203,3274.63208,cluster1
3817,6242.735352,3066.577393,cluster1
3818,6384.847168,3279.833496,cluster1
3819,6334.365723,3376.43042,cluster1
3820,6348.789062,3396.864258,cluster1
3821,6165.952637,3380.51709,cluster1
3822,6065.414062,2963.293213,cluster1
3823,6391.634277,3415.812256,cluster1
3824,6402.239746,3334.819336,cluster1
3825,6185.890625,3399.836426,cluster1
3826,6436.601074,3435.131592,cluster1
3827,6350.910156,3460.766846,cluster1
3828,5939.846191,3416.183594,cluster1
3829,6154.499023,3428.444092,cluster1
3830,6094.68457,3438.475342,cluster1
3831,6449.751953,3385.346924,cluster1
3832,6008.14502,2873.755371,cluster1
3833,6244.007812,3455.56543,cluster1
3834,6003.902832,2874.126953,cluster1
3835,6391.634277,3496.804932,cluster1
3836,6517.625977,3451.850098,cluster1
3837,6410.299805,3502.006348,cluster1
3838,6211.767578,3486.030518,cluster1
3839,6449.751953,3336.677002,cluster1
3840,6543.50293,3450.735596,cluster1
3841,6034.021973,3486.4021,cluster1
3842,6292.368164,3501.634766,cluster1
3843,6441.691895,3308.06958,cluster1
3844,5967.844727,2809.852783,cluster1
3845,6162.559082,3500.891602,cluster1
3846,5931.786133,2879.328369,cluster1
3847,6089.169922,2861.123535,cluster1
3848,6453.569824,3534.329102,cluster1
3849,6011.962891,3476.37085,cluster1
3850,6099.775391,2860.009033,cluster1
3851,6512.959961,3484.916016,cluster1
3852,6469.689941,3522.440186,cluster1
3853,6426.844238,3281.691162,cluster1
3854,5994.569824,2788.304443,cluster1
3855,5996.690918,2784.589111,cluster1
3856,6115.895508,2889.359375,cluster1
3857,6120.561523,2887.873291,cluster1
3858,6493.870117,3292.465332,cluster1
3859,5875.365723,2891.217041,cluster1
3860,6240.614258,3548.075439,cluster1
3861,6092.13916,3537.30127,cluster1
3862,5952.572754,3454.82251,cluster1
3863,6017.053223,2750.408691,cluster1
3864,5897.424805,2760.811523,cluster1
3865,6479.446777,3258.285156,cluster1
3866,6398.846191,3230.791992,cluster1
3867,6045.899902,2810.224365,cluster1
3868,6393.331543,3221.132324,cluster1
3869,6062.02002,2802.793945,cluster1
3870,6062.02002,2818.769531,cluster1
3871,6070.504395,2806.137695,cluster1
3872,6139.227051,3577.054443,cluster1
